restName,restArea,restRating,restNumRev,itemCat,itemName,itemPrice,itemDesc,itemBest
Chai Point,Villaymma Layouts,4.3,1K+,Chilld,Ginger Lemon Ice Chai - 300ml,140,We have given the classic lemon iced chai a spicy twist with freshly pounded ginger juice. This drink definitely has a kick to it.,0
Chai Point,Villaymma Layouts,4.3,1K+,Chilld,Cranberry Ice Chai - 300ml,140,Let the tanginess of cranberry and the strength of our brew refresh you with each sip.,0
Chai Point,Villaymma Layouts,4.3,1K+,Chilld,Peach Ice Chai,140,A hint of peach with our impeccably brewed Iced Chai. An excellent thirst quencher. Quantity: 300 ml. Serves one.,0
Chai Point,Villaymma Layouts,4.3,1K+,Chilld,Kokum Ice Chai,139,A coastal edge of refreshing kokum juice blended with finely brewed tea served cold.,0
Chai Point,Villaymma Layouts,4.3,1K+,Chilld,Orange & Mint Ice Tea,160,"100% natural blend of freshly sourced oranges from Rajasthan,antioxidant rich black tea,a subtle hint of refreshing peppermint and Ice.",0
Chai Point,Villaymma Layouts,4.3,1K+,Chilld,Mango Shake - 300ml,140,"The naturally irresistible sweetness of alphonso mangoes blended with thick, fresh milk.",0
Chai Point,Villaymma Layouts,4.3,1K+,Chilld,Chocolate Shake - 300ml,140,"A treat for the chocolate-lover, our chocolate shake is made with actual chocolate fudge, blended with fresh milk to make a creamy, thick shake. Too good to resist.",0
Chai Point,Villaymma Layouts,4.3,1K+,Chilld,Kesar Lassi,140,Almonds and Saffron in thick sweetened yogurt.,0
Chai Point,Villaymma Layouts,4.3,1K+,Chilld,Strawberry Banana Shake,140,Strawberry and Banana in a summer favourite milkshake,0
Chai Point,Villaymma Layouts,4.3,1K+,Chilld,Mango Lassi,140,"The naturally irresistible sweetness of alphonso mangoes blended with thick, fresh curd",0
Chai Point,Villaymma Layouts,4.3,1K+,Chilld,Malai Lassi,140,"The goodness of green cardamom pounded and infused with thick, fresh curd.",0
Chai Point,Villaymma Layouts,4.3,1K+,Chilld,Almond Filter Coffee,199,The wholesome goodness of almond milk meets the earthy sweetness of jaggery and the stimulating properties of filter coffee,0
Chai Point,Villaymma Layouts,4.3,1K+,Chilld,Cold Filter Coffee (Normal Milk),140,Classic filter coffee served chilled for the tropical thirst.,0
Chai Point,Villaymma Layouts,4.3,1K+,Enchante,Caribbean MOOD,170,"Tropical favourites- Pineapple, mango and apple in an iced shake for the perfect summer break.",0
Chai Point,Villaymma Layouts,4.3,1K+,Enchante,VIBIN Mango,190,Sweetness of alphonso mango vibin' with whipped cream and mango swirl.,0
Chai Point,Villaymma Layouts,4.3,1K+,Enchante,Banana Strawberry BFF,200,The BFF duo- Strawberry & Banana in a thick milkshake topped with whipped cream and cookie crumbs.,0
Chai Point,Villaymma Layouts,4.3,1K+,Enchante,Choco BAE,210,"Indulgent chocolate fudge shake, topped with whipped cream, cookie crumbs and yummy chocolate sauce.",0
Chai Point,Villaymma Layouts,4.3,1K+,Enchante,Peanut Butter FLEX,220,"Flexin the Peanut butter & chocolate fudge mix , garnished with chocolate syrup for that extra treat.",0
Chai Point,Villaymma Layouts,4.3,1K+,Enchante,The OG Irish cream,199,The OG Irish cream,0
Chai Point,Villaymma Layouts,4.3,1K+,Enchante,Hazelnut ON FLEEK,199,Hazelnut ON FLEEK,0
Chai Point,Villaymma Layouts,4.3,1K+,All Day Breakfast and Snacks,Cheese Maggi,120,Cheese Maggi,0
Chai Point,Villaymma Layouts,4.3,1K+,All Day Breakfast and Snacks,Butter Maggi,109,A classic preparation of Maggi sprinkled with a dollop of butter.,1
Chai Point,Villaymma Layouts,4.3,1K+,All Day Breakfast and Snacks,Sriracha Maggi,119,A classic preparation of Maggi with the added zest of spicy sriracha sauce,0
Chai Point,Villaymma Layouts,4.3,1K+,All Day Breakfast and Snacks,Classic Plain Maggi,100,"A classic favorite, original maggi.",1
Chai Point,Villaymma Layouts,4.3,1K+,All Day Breakfast and Snacks,Classic Veg Maggi,109,Classic Maggi tossed with an assortment of veggies.,1
Chai Point,Villaymma Layouts,4.3,1K+,All Day Breakfast and Snacks,Plain Upma,120,"A traditional South Indian Breakfast upma is quick to rustle up. This delicious dish includes wheat semolina , desi ghee , cashew nuts , raisins , veggies of choice and other tempered ingredients.",0
Chai Point,Villaymma Layouts,4.3,1K+,All Day Breakfast and Snacks,Classic Poha,115,"Thick flattened rice with spiced onion, potato, roasted peanuts, and curry leaves. Flavored with the goodness of turmeric with a lemony zing. Served with Bhujia for that extra crunch.",1
Chai Point,Villaymma Layouts,4.3,1K+,All Day Breakfast and Snacks,Samosa,60,A timeless Chai classic (1 piece served) ,0
Chai Point,Villaymma Layouts,4.3,1K+,All Day Breakfast and Snacks,Veg Puff,60,The earthy flavors of potato and beetroot mixed with spices in a classic puff.,1
Chai Point,Villaymma Layouts,4.3,1K+,All Day Breakfast and Snacks,Egg Puff,80,The goodness of a boiled egg mixed with spices and onions in a classic puff.,1
Chai Point,Villaymma Layouts,4.3,1K+,All Day Breakfast and Snacks,Grilled Paneer Tikka Sandwich,159,Juicy fresh paneer tikka chunks seasoned with curd and spices in oven-fresh bread.,0
Chai Point,Villaymma Layouts,4.3,1K+,All Day Breakfast and Snacks,Grilled Smoked Chicken Sandwich,185,Wood smoked creamed chicken stuffed in marble bread.,0
Chai Point,Villaymma Layouts,4.3,1K+,All Day Breakfast and Snacks,Grilled Chicken Tikka Sandwich,179,"Succulent chicken tikka seasoned with curd, red chillies, capsicum and onions stuffed in oven-fresh bread.",0
Chai Point,Villaymma Layouts,4.3,1K+,All Day Breakfast and Snacks,Freshly Made Vada Pav,85,A Mumbai Favorite That Goes Well With Chai.,1
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Anda Chicken Seekh Roll Combo,249,Elaichi Chai Uniflask serves 1 to 2 With Peppy Anda chicken Seehkh Roll,0
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Double Anda Roll Combo,229,Elaichi Chai Uniflask serves 1 to 2 With Double Anda Peppy Roll,0
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Anda Paratha Combo,229,Ginger Chai Uniflask( serves 1-2) with Anda Peppy Paratha.,0
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Anda Cheese Paratha Combo ,239,"Crispy, crunchy layered parantha topped with a fluffy omelette. Enjoyed best with our signature Achari Mango chutney, Mint Cilantro chutney and salted butter chiplet and Fresh hand pounded ginger is added to your Chai and brewed to perfection. Made with fresh milk and the best tea leaves from Assam.",0
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Anda Peppy Paratha In Wheat Flour (Atta),170,"Crispy, crunchy layered paratha topped with a fluffy omelette. Enjoyed best with our signature spicy mango chutney, mint Cilantro chutney and  butter chiplet.",0
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Anda Peppy Paratha With Cheese In Wheat Flour (Atta),179,"Molten cheese and scrumptious eggs sandwiched between layers of delicious paratha with a tang. Enjoyed best with our signature spicy mango chutney, mint Cilantro chutney and butter chiplet.",0
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Anda Peppy Paratha,160,"Crispy, crunchy layered paratha topped with a fluffy omelette. Enjoyed best with our signature spicy mango chutney, mint Cilantro chutney and  butter chiplet.",0
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Anda Peppy Paratha With Cheese,180,"Molten cheese and scrumptious eggs sandwiched between layers of delicious paratha with a tang. Enjoyed best with our signature spicy mango chutney, mint Cilantro chutney and butter chiplet.",0
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Loaded Aloo Peppy Paratha,179,"Punjabi - spiced mashed potato along with Onion , spiced chilli - green with red and black pepper, stuffed paratha, Served with our signature spicy mango chutney, sweet mango chunda , butter chiplet and curd.",0
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Loaded Paneer Peppy Paratha,209,"Malai paneer stuffed cheese-filled, fresh-herb paratha. Best enjoyed with our signature spicy mango chutney, sweet mango Chunda, butter chiplet and curd.",0
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Loaded Pyaaz Peppy Paratha,190,"Fine chopped Onion , spiced chilli - green along with red and black pepper, mustard seeds and oil, lemon zest and other spices , stuffed paratha , Served with our signature spicy mango chutney, sweet mango chunda , butter chiplet and curd.",0
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Anda Chicken Seekh Peppy Roll,180,"Mildly spiced chicken seekh kebab, drizzled with mint, tandoori mayo, served with a sprinkle of Chaat Masala.",0
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Aloo Tikki Peppy Roll,150,"Perfectly made potato cutlets wrapped inside a paratha drizzled with mint, tandoori mayo, served with a sprinkle of Chaat masala.",0
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Double Anda Peppy Roll In Wheat Flour (Atta),170,"Crispy, crunchy Double layered Egg Roll ,enjoyed best with Mint,tandoori mayo , served with a sprinkle of Chaat masala.",0
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Aloo Tikki Peppy Roll In Wheat Flour (Atta),160,"Perfectly made potato cutlets wrapped inside a paratha drizzled with mint, tandoori mayo, served with a sprinkle of Chaat masala.",0
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Anda Chicken Seekh Peppy Roll In Wheat Flour (Atta),190,"Mildly spiced chicken seekh kebab, drizzled with mint, tandoori mayo, served with a sprinkle of Chaat Masala.",0
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Double Anda Peppy Roll,160,"Crispy, crunchy Double layered Egg Roll ,enjoyed best with Mint,tandoori mayo , served with a sprinkle of Chaat masala.",0
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Murgh Methi & Peppy Paratha In Wheat Flour (Atta),305,"A Nawabi-style preparation of tender chicken chunks, mildly spiced & simmered in a green coriander & fenugreek gravy with fresh cream and curd.Served with 2 soft paratha.",0
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Darbari Chicken & Peppy Paratha In Wheat Flour (Atta),305,A royal preparation of tender chicken chunks tempered in a butter-loaded tomato & fresh cream gravy.Served with 2 soft paratha. ,0
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Rajma Masala & Peppy Paratha In Wheat Flour (Atta),209,"An authentic North Indian delicacy - red kidney beans simmered in a mildly spiced tomato & onion gravy with a distinctly desi flavour and aroma.Served with 2 soft paratha,",0
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Murgh Methi & Peppy Paratha,275,"A Nawabi-style preparation of tender chicken chunks, mildly spiced & simmered in a green coriander & fenugreek gravy with fresh cream and curd.Served with 2 soft paratha.",0
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Darbari Chicken & Peppy Paratha,275,A royal preparation of tender chicken chunks tempered in a butter-loaded tomato & fresh cream gravy.Served with 2 soft paratha.,0
Chai Point,Villaymma Layouts,4.3,1K+,Peppy Parathas,Rajma Masala & Peppy Paratha,179,An authentic North Indian delicacy - red kidney beans simmered in a mildly spiced tomato & onion gravy with a distinctly desi flavour and aroma.Served with 2 soft paratha.,0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Multigrain Biscuit,17,"This multigrain biscuit is packed with the goodness of super grains like ragi, oats, wheat and rice. Almonds, desiccated coconuts, honey and butter give it a delicious flavour that will leave you craving for more.",0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Ginger Lemon Chai - Uniflask (Serves 1-2),115,Ginger helps ease the cold or flu and relieves nausea. Lemon strengthens your immune system and helps fight the common cold.Fresh hand pounded ginger and lemon juice is added to your Chai and brewed to perfection. Made with fresh tea leaves sourced from the best gardens.,0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Sugarless Chai - Uniflask (Serves 1-2),115,"The freshest tea leaves sourced from the finest estates, brewed with fresh milk without added sugar for a health-conscious beverage.",0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Ajwain And Saunf Chai - UniFlask (Serves 1-2),115,Ajwain provides relief from coughing and improves airflow to the lungs. Saunf when added in Chai aids with cough and congestion relief.The goodness of fresh carom & fennel seeds added to your Chai and brewed to perfection. Made with fresh milk and the best tea leaves from Assam.,0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Ajwain And Saunf Chai Mini Flask ( Serves 4-5),185,Ajwain provides relief from coughing and improves airflow to the lungs. Saunf when added in Chai aids with cough and congestion relief.The goodness of fresh carom & fennel seeds added to your Chai and brewed to perfection. Made with fresh milk and the best tea leaves from Assam.,0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Ajwain And Saunf Chai Megaflask ( Serves 8 - 10),340,Ajwain provides relief from coughing and improves airflow to the lungs. Saunf when added in Chai aids with cough and congestion relief.The goodness of fresh carom & fennel seeds added to your Chai and brewed to perfection. Made with fresh milk and the best tea leaves from Assam.,0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Jaggery Hot Chocolate Uniflask,195,"The perfect drink to warm you up on a cold day. A hot and comforting drink made with cocoa powder, jaggery and skimmed milk with no added sugar.",0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Jaggery Hot Chocolate Mini Flask,245,"Looking for something perfect to drink? A guilt-free hot chocolate made with cocoa powder, jaggery, no added sugar and skimmed milk!",0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Jaggery Hot Chocolate Mega Flask,349,"A hot and comforting drink made with cocoa powder, jaggery and skimmed milk and no added sugar - perfect for a refreshing drink",0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Smoked Chicken Whole Wheat Multigrain Sandwich,205,Kickstart your day with a wholesome and filling smoked chicken sandwich with whole wheat and multi-grain bread.,0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Corn and Spinach Whole Wheat Multigrain Sandwich,195,"A yummy sandwich made with whole wheat and multi-grain bread with spinach, corn and your favourite spices and vegetables inside.",0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Chicken Tikka Whole Wheat Multigrain Sandwich,205,"Delightful tikka sandwich made with whole wheat and multi-grain bread, stuffed with chicken and spices.",0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Paneer Tikka Whole Wheat Multigrain Sandwich,174,A wholesome and filling sandwich made with whole wheat multi-grain bread filled with paneer tikka inside.,0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Apple Raisin Oats,130,"A delicious bowl of sauteed oats, chopped apples, milk powder, raisins and cranberries, sweetened with jaggery.",0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Sugarless Filter Coffee - Uniflask (Serves 1-2),115,"Our filter coffee is an alternative to the sugary versions out there. Made with freshly ground coffee beans and no added sugar, this coffee is perfect for those looking for a guilt-free quencher.",0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Sugarless Ginger  Lemon Ice Tea,140,"This ginger lemon ice tea is a warm and comforting beverage that is perfect for 1-2 people. The addition of earthy, fresh ginger to the loved desi tea gives this gluten-free drink with no added sugar a unique depth of flavour.",0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Sugarless Lemon Ice Tea,140,This classic tea is a delicious Indian favourite. The refreshingly pleasant flavour of lemon with no added sugar.,0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Sugarless Ginger Chai - Uniflask (Serves 1-2),115,"This refreshing ginger chai is made with tea leaves and earthy, zesty ginger. It's a warm, vegan brew that's perfect for 1-2 people and has no added sugar.",0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Sugarless Masala Chai - Uniflask (Serves 1-2),115,"This classic Indian favourite tea is made with sweet, woody cinnamon and herbal cardamoms and cloves to create a perfect brew. It serves 1-2 and is a great guilt-free choice with no added sugar.",0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Sugarless Lemon Chai - Uniflask (Serves 1-2),115,This hot brew with a tangy lemon twist and no added sugar is a refreshing and vegan beverage. Take a sip to unwind after a long day.,0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Sugarless Ginger Lemon Chai - Uniflask (Serves 1-2),115,This refreshing tea is made with earthy and zesty ginger and tea leaves. It is a warm vegan brew with no added sugar that is perfect for 1-2 people.,0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Ajwain and Saunf Chai Uniflask (No added Sugar),115,Ajwain provides relief from coughing and improves airflow to the lungs. Saunf when added in Chai aids with cough and congestion relief.The goodness of fresh carom & fennel seeds added to your Chai and brewed to perfection. Made with fresh milk and the best tea leaves from Assam. No added Sugar.,0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Ajwain And Saunf Chai Mini Flask (No Added Sugar),185,Ajwain provides relief from coughing and improves airflow to the lungs. Saunf when added in Chai aids with cough and congestion relief.The goodness of fresh carom & fennel seeds added to your Chai and brewed to perfection. Made with fresh milk and the best tea leaves from Assam. No Added Sugar.,0
Chai Point,Villaymma Layouts,4.3,1K+,Guilt Free,Ajwain And Saunf Chai Mega Flask (No Added Sugar),340,Ajwain provides relief from coughing and improves airflow to the lungs. Saunf when added in Chai aids with cough and congestion relief.The goodness of fresh carom & fennel seeds added to your Chai and brewed to perfection. Made with fresh milk and the best tea leaves from Assam. No Added Sugar.,0
Chai Point,Villaymma Layouts,4.3,1K+,Combos,Yellow Delight,239,Mango Shake and Choco Muffin,0
Chai Point,Villaymma Layouts,4.3,1K+,Combos,Hazel Zing,239,Lemon Ice Chai and Banana Cake,0
Chai Point,Villaymma Layouts,4.3,1K+,Combos,Namma Bengaluru,199,Ginger Chai Uniflask & Banana Cake,0
Chai Point,Villaymma Layouts,4.3,1K+,Combos,Kolkata Googly,289,Anda Paratha with Cranberry Ice Chai,0
Chai Point,Villaymma Layouts,4.3,1K+,Combos,Mumbai Special,179,Masala Chai Uniflask and Vada Pav,0
Chai Point,Villaymma Layouts,4.3,1K+,Combos,Royal Hyderabad,249,Freshly made Bun Omelette with Orange and Mint Ice Chai,0
Chai Point,Villaymma Layouts,4.3,1K+,Combos,Delhi Delight,299,Anda Chicken Seekh Roll with Lemon Iced Chai,0
Chai Point,Villaymma Layouts,4.3,1K+,Combos,Rajasthan Spin Snack,299,Banana Strawberry BFF With Paneer Tikka Sandwich,0
Chai Point,Villaymma Layouts,4.3,1K+,Combos,Caribbean MOOD + Banana Cake,269,Caribbean MOOD and Banana Cake,0
Chai Point,Villaymma Layouts,4.3,1K+,Combos,Guilt Free Combo,349,Ayurvedic Chai Uniflask With Multiseed Cookies Family Pack,0
Chai Point,Villaymma Layouts,4.3,1K+,Combos,Family Lunch Combo,719,Rajma masala with Paratha and Loaded Paneer paratha and Loaded Aloo Paratha and Cranberry iced tea and Chocolate shake,0
Chai Point,Villaymma Layouts,4.3,1K+,Combos,Family Dinner Combo,579,Darbari Chicken Paratha and Freshly made Bun Omelette and Lemon Ice Chai and Strawberry Banana Shake,0
Chai Point,Villaymma Layouts,4.3,1K+,Combos,Bond of Love Combo,229,Aloo Tikki Peppy Roll With Cranberry Ice Chai,0
Chai Point,Villaymma Layouts,4.3,1K+,Combos,Memory Combo,309,Anda Chicken Seekh peppy Roll With Elaichi Chai Mini Flask,0
Chai Point,Villaymma Layouts,4.3,1K+,Combos,Treat for 2 combo,289,Anda Peppy Paratha With Ginger Chai Mini Flask,0
Chai Point,Villaymma Layouts,4.3,1K+,Bun And Sandwich,Freshly Made Bun Omelette,125,Freshly prepared omelette in a soft bun flavoured with mayonnaise and chilli sauce,0
Chai Point,Villaymma Layouts,4.3,1K+,Bun And Sandwich,Bun Jam,85,Our rendition of the classic bun jam with the goodness of butter,0
Chai Point,Villaymma Layouts,4.3,1K+,Bun And Sandwich,Bun Samosa,105,"Soft, fresh bun stuffed with our signature samosa topped with spicy, sriracha sauce",0
Chai Point,Villaymma Layouts,4.3,1K+,Bun And Sandwich,Masala Bun Maska,70,A desi treat with an Italian twist. Enjoy spicy chili flakes and the unique flavor of oregano.,0
Chai Point,Villaymma Layouts,4.3,1K+,Cakes and Desserts ,Banana Cake,109,Our signature recipe comprising of real banana pulp and soft cake,1
Chai Point,Villaymma Layouts,4.3,1K+,Cakes and Desserts ,Double Choco Muffin,109,"Soft, fluffy chocolate muffin loaded with rich chocolate chips",0
Chai Point,Villaymma Layouts,4.3,1K+,Cakes and Desserts ,Chai Masala Cake,109,A classic sponge cake with a savoury masala chai twist.,0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,Ginger Instant Chai + Masala Biscuit + Multigrain Chai Biscuit,227,Ginger Instant Chai with Maslala Biscuit and Chai biscuit            Take an Instant Chai break with best selling Ginger chai accompanied with biscuits,0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,30 Sec Chai (Monthly Pack),378,Instant Chai pack of 2 Ginger and Masala flavor 20 days of authentic chai prepared in seconds,0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,Weekend Specials (Monthly Pack),333,Assam masala with 2 Cake Rusk Treat yourself with premium Indian masala chai,0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,Ginger Instant Tea - MRP 199,169,"Zesty Ginger And Pure Assam Black Tea Bond In Your Cup To Create A Bold And Robust Blend Just The Way Ginger Chai Needs To Be. Indulge In A Drink That Is Warm, Soothing And Truly Easy To Fix.",0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,Masala Instant Tea ( No Sugar) - MRP 199,169,"Aromatic Indian Spices And Pure Assam Black Tea Come Together To Create A Much- Loved Classic Spiced Tea Full Of Warmth And Flavour, With No Added Sugar Take Joy In A Cup Of Masala Chai That Is Rich, Authentic And Truly Easy To Fix.",0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,Cardamom Instant Tea ( No Sugar) - MRP 199,169,"This Invigorating Combination Of Fragrant Cardamom And Pure Assam Black Tea Promise To Be Goodness In A Cup, With No Added Sugar Cardamom Chai That Is Truly Easy To Fix Perfectly To Savour Any Day, Any Time",0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,Cardamom Instant Tea - MRP 199,169,"This Invigorating Combination Of Fragrant Cardamom And Pure Assam Black Tea Promise To Be Goodness In A Cup. Cardamom Chai That Is Truly Easy To Fix Perfectly To Savour Any Day, Any Time",0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,Masala Instant Tea - MRP 199,169,"Aromatic Indian Spices And Pure Assam Black Tea Come Together To Create A Much- Loved Classic Spiced Tea Full Of Warmth And Flavour. Take Joy In A Cup Of Masala Chai That Is Rich, Authentic And Truly Easy To Fix",0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,Instant Tea Assorted Pack,337,"Mixed Classics is an assorted pack of Ginger, Cardamom, Masala & Classic Instant Chai. Pick & choose as per your mood of the day!",0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,Cake Rusk,24,"Try our cake rusk from our Made for Chai range. Baked, not fried!",0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,Masala Biscuit,17,"Tasty masala treat for the taste bud. And when consumed with chai, thats taking things to a whole new level.",0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,Gur Pare - Family Pack.,112,"Revisit those sweet memories of celebrations & childhood nostalgia as you indulge in a sweet Chai break filled with gossip, stories & of course, a hot cup of Chai and our Home Style Gur Pare.",0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,Multiseed Cookies - Family Pack,275,Goodness of rolled oats & power-packed with high protein seeds. Multiseed Oat Cookies are a crunchy delight for those seeking a guilt-free snack indulgence,0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,Ginger Turmeric Cookies - Family Pack.,275,"Crafted for a healthy & guilt-free indulgence, Ginger Turmeric Cookies are a go to option for those seeking a light & nutritious snack",0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,Filter Coffee Cookies - Family Pack.,275,"Made of oats & high-protein seeds with essence of coffee & a hint of cinnamon, the Filter Coffee Cookies are guilt free delight for all coffee lovers.",0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,Banana Chips,22,"Banana chips: Made from special nedran bananas from kerala, these savory chips are light and crunchy with a twist of exciting flavours.",0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,Assam Masala Tea,286,"High quality tea picked from the choicest tea gardens in Assam blended with the flavours and aromas of six spices clove, cardamom, cinnamon, ginger, black pepper and starnise. Vacuum packed to retain freshness.",0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,Assam Whole Leaf Green Tea,237,High-quality whole leaf green tea picked from the choicest tea gardens in Assam and rich in anti-oxidants. Vacuum packed to retain freshness. Conforming to global sustainability norms.,0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,LLT Nilgiri Orthodox Black Tea,138,"Picked from the hills of the Nilgiris, this tea is dark, intensely aromatic, fragrant and flavoured. Perfect for a strong cup of black tea or to make a refreshing cup of lemon tea.",0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,LLT Nilgiri Whole Leaf Green Tea,281,"Picked from the foothills of the Nilgiris, this Whole Leaf Green Tea is light and has a distinctively earthy flavour.",0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,Saffron Turmeric Latte (Pack of 10),212,"Made with real spices such as cardamom, saffron, and turmeric.",0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,Desi Detox Green Tea (Pack of 15),169,"Desi Detox Green Tea is infused with the goodness of Tulsi, Black Pepper, Ginger, Himalayan Rock Salt, and Clove. ",0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,Sipper Mug - Black (NEW),465,Sipper Mug - Black (NEW),0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,Sipper Mug - Red (NEW),465,Sipper Mug - Red (NEW),0
Chai Point,Villaymma Layouts,4.3,1K+,Packaged Goods,Sipper Mug - Blue (NEW),592,Sipper Mug - Blue (NEW),0
